,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
2686,Piotr Zielinski,Central Midfield,22,Udinese Calcio,Serie A,SSC Napoli,Serie A,2016-2017,12000000.0,14000000
2687,Filip Kostic,Left Winger,23,VfB Stuttgart,2.Bundesliga,Hamburger SV,1.Bundesliga,2016-2017,10000000.0,14000000
2688,Ashley Williams,Centre-Back,31,Swansea,Premier League,Everton,Premier League,2016-2017,8000000.0,14000000
2689,Timo Werner,Centre-Forward,20,VfB Stuttgart,2.Bundesliga,RB Leipzig,1.Bundesliga,2016-2017,8000000.0,14000000
2690,Saido Berahino,Centre-Forward,23,West Brom,Premier League,Stoke City,Premier League,2016-2017,15000000.0,13900000
2691,Jeffrey Schlupp,Left-Back,24,Leicester,Premier League,Crystal Palace,Premier League,2016-2017,8000000.0,13800000
2692,Roberto Soriano,Left Winger,25,Sampdoria,Serie A,Villarreal CF,LaLiga,2016-2017,14000000.0,13750000
2693,Leon Bailey,Left Winger,19,KRC Genk,Jupiler Pro League,Bay. Leverkusen,1.Bundesliga,2016-2017,12500000.0,13500000
2694,Stevan Jovetic,Centre-Forward,27,Man City,Premier League,Inter,Serie A,2016-2017,10000000.0,13500000
2695,Nathan Redmond,Left Winger,22,Norwich,Championship,Southampton,Premier League,2016-2017,7500000.0,13500000
2696,Stephan El Shaarawy,Left Winger,23,AC Milan,Serie A,AS Roma,Serie A,2016-2017,17000000.0,13000000
2697,Roberto Pereyra,Attacking Midfield,25,Juventus,Serie A,Watford,Premier League,2016-2017,16000000.0,13000000
2698,Nicola Sansone,Left Winger,24,Sassuolo,Serie A,Villarreal CF,LaLiga,2016-2017,12000000.0,13000000
2699,Jasper Cillessen,Goalkeeper,27,AFC Ajax,Eredivisie,FC Barcelona,LaLiga,2016-2017,12000000.0,13000000
2700,Benjamin Mendy,Left-Back,21,Marseille,Ligue 1,Monaco,Ligue 1,2016-2017,6500000.0,13000000
2701,Yannick Gerhardt,Left-Back,22,1. FC Köln,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2016-2017,4500000.0,13000000
2702,Jonathan Kodjia,Centre-Forward,26,Bristol City,Championship,Aston Villa,Championship,2016-2017,2500000.0,12900000
2703,Fernando,Defensive Midfield,24,Sampdoria,Serie A,Spartak Moscow,Premier Liga,2016-2017,11000000.0,12500000
2704,Yunus Malli,Attacking Midfield,24,1.FSV Mainz 05,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2016-2017,10000000.0,12500000
2705,Jannik Vestergaard,Centre-Back,23,Werder Bremen,1.Bundesliga,Bor. M'gladbach,1.Bundesliga,2016-2017,7000000.0,12500000
2706,Yongpo Wang,Attacking Midfield,30,SD Luneng,Super League,TJ Quanjian,Super League,2016-2017,400000.0,12440000
2707,Riechedly Bazoer,Defensive Midfield,20,AFC Ajax,Eredivisie,VfL Wolfsburg,1.Bundesliga,2016-2017,15000000.0,12000000
2708,Manuel Lanzini,Attacking Midfield,23,Al-Jazira,UAE Gulf League,West Ham,Premier League,2016-2017,9000000.0,12000000
2709,Raphaël Guerreiro,Left-Back,22,FC Lorient,Rel. Ligue 1,Bor. Dortmund,1.Bundesliga,2016-2017,9000000.0,12000000
2710,Sebastian Rode,Central Midfield,25,Bayern Munich ,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2016-2017,8000000.0,12000000
2711,Maicon,Centre-Back,27,FC Porto,Liga NOS,São Paulo,Série A,2016-2017,8000000.0,12000000
2712,Brown Ideye,Centre-Forward,28,Olympiacos,Super League,TJ Teda,Super League,2016-2017,6000000.0,12000000
2713,Matt Ritchie,Right Midfield,26,Bournemouth,Premier League,Newcastle,Championship,2016-2017,6000000.0,12000000
2714,Robert Snodgrass,Right Winger,29,Hull City,Premier League,West Ham,Premier League,2016-2017,5000000.0,12000000
2715,Dwight Gayle,Centre-Forward,25,Crystal Palace,Premier League,Newcastle,Championship,2016-2017,3000000.0,12000000
2716,David Neres,Right Winger,19,São Paulo,Série A,AFC Ajax,Eredivisie,2016-2017,6000000.0,12000000
2717,Bas Dost,Centre-Forward,27,VfL Wolfsburg,1.Bundesliga,Sporting CP,Liga NOS,2016-2017,7500000.0,11850000
2718,Jeff Hendrick,Central Midfield,24,Derby,Championship,Burnley,Premier League,2016-2017,1500000.0,11800000
2719,James Tomkins,Centre-Back,27,West Ham,Premier League,Crystal Palace,Premier League,2016-2017,6000000.0,11700000
2720,Jeffrey Bruma,Centre-Back,24,PSV Eindhoven,Eredivisie,VfL Wolfsburg,1.Bundesliga,2016-2017,7750000.0,11500000
2721,Anthony Ujah,Centre-Forward,25,Werder Bremen,1.Bundesliga,Liaoning FC,Super League,2016-2017,5500000.0,11500000
2722,Jake Livermore,Defensive Midfield,27,Hull City,Premier League,West Brom,Premier League,2016-2017,4500000.0,11500000
2723,Min Cui,Centre-Back,27,YB Funde,Super League,SZ FC,League One,2016-2017,175000.0,11500000
2724,Edin Dzeko,Centre-Forward,30,Man City,Premier League,AS Roma,Serie A,2016-2017,18000000.0,11000000
2725,Hakim Ziyech,Attacking Midfield,23,FC Twente,Eredivisie,AFC Ajax,Eredivisie,2016-2017,11000000.0,11000000
2726,Kamil Glik,Centre-Back,28,Torino,Serie A,Monaco,Ligue 1,2016-2017,10000000.0,11000000
2727,Georges-Kevin N'Koudou,Left Winger,21,Marseille,Ligue 1,Spurs,Premier League,2016-2017,7000000.0,11000000
2728,Andrej Kramaric,Centre-Forward,25,Leicester,Premier League,TSG Hoffenheim,1.Bundesliga,2016-2017,5000000.0,11000000
2729,Mingjian Zhao,Right-Back,29,SD Luneng,Super League,HB CFFC,Super League,2016-2017,450000.0,10950000
2730,Hang Ren,Left-Back,27,JS Suning,Super League,HB CFFC,Super League,2016-2017,400000.0,10750000
2731,Carlos Tévez,Second Striker,32,Boca Juniors,Primera División,SH Shenhua,Super League,2016-2017,8500000.0,10500000
2732,Cristian Ansaldi,Left-Back,29,Genoa,Serie A,Inter,Serie A,2016-2017,6000000.0,10500000
2733,Patrick van Aanholt,Left-Back,26,Sunderland,Premier League,Crystal Palace,Premier League,2016-2017,6000000.0,10500000
2734,Marten de Roon,Central Midfield,25,Atalanta,Serie A,Middlesbrough,Premier League,2016-2017,5000000.0,10500000
2735,Scott Hogan,Centre-Forward,24,Brentford,Championship,Aston Villa,Championship,2016-2017,500000.0,10500000
2736,Kyung-won Kwon,Centre-Back,24,Al-Ahli (UAE),UAE Gulf League,TJ Quanjian,Super League,2016-2017,400000.0,10500000
2737,Wenzhao Zhang,Right Midfield,29,SD Luneng,Super League,GZ Evergrande,Super League,2016-2017,250000.0,10400000
2738,Dennis Praet,Central Midfield,22,RSC Anderlecht,Jupiler Pro League,Sampdoria,Serie A,2016-2017,9000000.0,10000000
2739,Maxime Lestienne,Left Winger,24,Al Arabi,Stars League,Rubin Kazan,Premier Liga,2016-2017,7500000.0,10000000
2740,Giovani Lo Celso,Central Midfield,20,CA Rosario,Primera División,Paris SG,Ligue 1,2016-2017,7500000.0,10000000
2741,Lorenzo Tonelli,Centre-Back,26,FC Empoli,Serie A,SSC Napoli,Serie A,2016-2017,5500000.0,10000000
2742,Dayot Upamecano,Centre-Back,18,RB Salzburg,Bundesliga,RB Leipzig,1.Bundesliga,2016-2017,5000000.0,10000000
2743,Rubén Rochina,Attacking Midfield,25,Granada CF,LaLiga,Rubin Kazan,Premier Liga,2016-2017,3000000.0,10000000
2744,Josip Brekalo,Left Winger,18,Dinamo Zagreb,1.HNL,VfL Wolfsburg,1.Bundesliga,2016-2017,1000000.0,10000000
2745,Miguel Borja,Centre-Forward,24,Atl. Nacional,Liga Águila II,Palmeiras,Série A,2016-2017,1750000.0,9850000
2746,Éder,Second Striker,29,Sampdoria,Serie A,Inter,Serie A,2016-2017,12000000.0,9800000
2747,Mario Lemina,Defensive Midfield,22,Marseille,Ligue 1,Juventus,Serie A,2016-2017,4000000.0,9800000
2748,Emre Mor,Left Winger,18,Nordsjaelland,Superligaen,Bor. Dortmund,1.Bundesliga,2016-2017,1000000.0,9750000
2749,Chenglin Zhang,Left-Back,29,BJ Renhe,League One,GZ Evergrande,Super League,2016-2017,125000.0,9650000
2750,Ganso,Attacking Midfield,26,São Paulo,Série A,Sevilla FC,LaLiga,2016-2017,9000000.0,9500000
2751,Wissam Ben Yedder,Centre-Forward,25,Toulouse,Ligue 1,Sevilla FC,LaLiga,2016-2017,9000000.0,9500000
2752,Papy Djilobodji,Centre-Back,27,Chelsea,Premier League,Sunderland,Premier League,2016-2017,4500000.0,9500000
2753,Ciro Immobile,Centre-Forward,26,Sevilla FC,LaLiga,Lazio,Serie A,2016-2017,10000000.0,9450000
2754,Matej Vydra,Centre-Forward,24,Watford,Premier League,Derby,Championship,2016-2017,5500000.0,9400000
2755,Alex Pritchard,Attacking Midfield,23,Spurs,Premier League,Norwich,Championship,2016-2017,3000000.0,9400000
2756,James Chester,Centre-Back,27,West Brom,Premier League,Aston Villa,Championship,2016-2017,6000000.0,9300000
2757,Walace,Defensive Midfield,21,Grêmio,Série A,Hamburger SV,1.Bundesliga,2016-2017,9000000.0,9200000
2758,José Fonte,Centre-Back,33,Southampton,Premier League,West Ham,Premier League,2016-2017,6000000.0,9200000
2759,Nicolás López,Centre-Forward,22,Udinese Calcio,Serie A,Internacional,Série A,2016-2017,3000000.0,9090000
2760,Hongbo Yin,Right Midfield,27,HN Jianye,Super League,HB CFFC,Super League,2016-2017,225000.0,9050000
2761,Miranda,Centre-Back,31,Atlético Madrid,LaLiga,Inter,Serie A,2016-2017,16000000.0,9000000
2762,Adem Ljajic,Attacking Midfield,24,AS Roma,Serie A,Torino,Serie A,2016-2017,12000000.0,9000000
2763,Morgan Sanson,Central Midfield,22,Montpellier,Ligue 1,Marseille,Ligue 1,2016-2017,10000000.0,9000000
2764,Antonio Rüdiger,Centre-Back,23,VfB Stuttgart,2.Bundesliga,AS Roma,Serie A,2016-2017,10000000.0,9000000
2765,Diego Perotti,Left Winger,27,Genoa,Serie A,AS Roma,Serie A,2016-2017,9500000.0,9000000
2766,Sven Kums,Defensive Midfield,28,KAA Gent,Jupiler Pro League,Watford,Premier League,2016-2017,7500000.0,9000000
2767,Gianluca Lapadula,Centre-Forward,26,Pescara,Serie A,AC Milan,Serie A,2016-2017,6500000.0,9000000
2768,Kamil Grosicki,Right Winger,28,Stade Rennais,Ligue 1,Hull City,Premier League,2016-2017,6000000.0,9000000
2769,Daryl Janmaat,Right-Back,27,Newcastle,Championship,Watford,Premier League,2016-2017,7500000.0,8900000
2770,Roger Martínez,Centre-Forward,22,Racing Club,Primera División,JS Suning,Super League,2016-2017,1200000.0,8900000
2771,Ademola Lookman,Left Winger,19,Charlton,League One,Everton,Premier League,2016-2017,1500000.0,8800000
2772,Steven Defour,Central Midfield,28,RSC Anderlecht,Jupiler Pro League,Burnley,Premier League,2016-2017,6000000.0,8600000
2773,Alexander Isak,Centre-Forward,17,AIK Solna,Allsvenskan,Bor. Dortmund,1.Bundesliga,2016-2017,1750000.0,8600000
2774,Nani,Left Winger,29,Fenerbahce,Süper Lig,Valencia CF,LaLiga,2016-2017,14500000.0,8500000
2775,Idrissa Gueye,Central Midfield,26,Aston Villa,Championship,Everton,Premier League,2016-2017,9000000.0,8500000
2776,Emanuel Mammana,Centre-Back,20,River Plate,Primera División,Olympique Lyon,Ligue 1,2016-2017,7000000.0,8500000
2777,Borek Dockal,Attacking Midfield,28,Sparta Praha,HET Liga,HN Jianye,Super League,2016-2017,3500000.0,8500000
2778,Jorge,Left-Back,20,Flamengo,Série A,Monaco,Ligue 1,2016-2017,2500000.0,8500000
2779,Gustavo Gómez,Centre-Back,23,Lanús,Primera División,AC Milan,Serie A,2016-2017,1750000.0,8500000
2780,Óscar Romero,Attacking Midfield,24,Racing Club,Primera División,SH Shenhua,Super League,2016-2017,7000000.0,8400000
2781,Taiyan Jin,Right Midfield,27,Liaoning FC,Super League,BJ Sinobo Guoan,Super League,2016-2017,225000.0,8280000
2782,Yang Yu,Centre-Back,27,GZ R&F,Super League,BJ Sinobo Guoan,Super League,2016-2017,200000.0,8270000
2783,Adama Traoré,Right Winger,20,Aston Villa,Championship,Middlesbrough,Premier League,2016-2017,8000000.0,8250000
2784,Gianluca Caprari,Second Striker,22,Pescara,Serie A,Inter,Serie A,2016-2017,3500000.0,8250000
2785,Nicolae Stanciu,Attacking Midfield,23,FCS Bucharest,Liga 1 - Championship group,RSC Anderlecht,Jupiler Pro League,2016-2017,3500000.0,8200000
2786,Yanic Wildschut,Left Winger,25,Wigan,Championship,Norwich,Championship,2016-2017,750000.0,8200000
2787,Shilin Sun,Defensive Midfield,28,Liaoning FC,Super League,SH Shenhua,Super League,2016-2017,200000.0,8200000
2788,Marc Bartra,Centre-Back,25,FC Barcelona,LaLiga,Bor. Dortmund,1.Bundesliga,2016-2017,12000000.0,8000000
2789,Tomás Rincón,Defensive Midfield,28,Genoa,Serie A,Juventus,Serie A,2016-2017,9000000.0,8000000
2790,Rémy Cabella,Attacking Midfield,26,Newcastle,Championship,Marseille,Ligue 1,2016-2017,8000000.0,8000000
2791,Ivan Cavaleiro,Right Winger,22,Monaco,Ligue 1,Wolves,Championship,2016-2017,7500000.0,8000000
2792,Benjamin Stambouli,Centre-Back,26,Paris SG,Ligue 1,FC Schalke 04,1.Bundesliga,2016-2017,7000000.0,8000000
2793,Alisson,Goalkeeper,23,Internacional,Série A,AS Roma,Serie A,2016-2017,7000000.0,8000000
2794,Andy Delort,Centre-Forward,24,SM Caen,Ligue 1,Tigres UANL,Liga MX Clausura,2016-2017,5500000.0,8000000
2795,Hernanes,Attacking Midfield,31,Juventus,Serie A,HB CFFC,Super League,2016-2017,5000000.0,8000000
2796,Alfred N'Diaye,Defensive Midfield,26,Real Betis,LaLiga,Villarreal CF,LaLiga,2016-2017,3500000.0,8000000
2797,Wallace,Centre-Back,21,Braga,Liga NOS,Lazio,Serie A,2016-2017,3500000.0,8000000
2798,Hernani,Defensive Midfield,22,Atlético-PR,Série A,Zenit S-Pb,Premier Liga,2016-2017,1750000.0,8000000
2799,Dodô,Left-Back,24,AS Roma,Serie A,Inter,Serie A,2016-2017,6000000.0,7800000
2800,José Sosa,Attacking Midfield,31,Besiktas,Süper Lig,AC Milan,Serie A,2016-2017,8000000.0,7500000
2801,Max Kruse,Second Striker,28,VfL Wolfsburg,1.Bundesliga,Werder Bremen,1.Bundesliga,2016-2017,8000000.0,7500000
2802,Antonio Sanabria,Centre-Forward,20,AS Roma,Serie A,Real Betis,LaLiga,2016-2017,7500000.0,7500000
2803,Timothée Kolodziejczak,Centre-Back,25,Sevilla FC,LaLiga,Bor. M'gladbach,1.Bundesliga,2016-2017,7000000.0,7500000
2804,Miguel Almirón,Attacking Midfield,22,Lanús,Primera División,Atlanta United,MLS,2016-2017,5500000.0,7500000
2805,Malick Evouna,Centre-Forward,23,Ahly,Premier League,TJ Teda,Super League,2016-2017,2000000.0,7250000
2806,Eran Zahavi,Second Striker,28,M. Tel Aviv,Ligat ha'Al,GZ R&F,Super League,2016-2017,4000000.0,7230000
2807,Cristian Espinoza,Right Winger,21,Huracán,Primera División,Villarreal CF,LaLiga,2016-2017,5000000.0,7200000
2808,Diogo Jota,Left Winger,19,Paços Ferreira,Liga NOS,Atlético Madrid,LaLiga,2016-2017,3000000.0,7200000
2809,Rudy Gestede,Centre-Forward,28,Aston Villa,Championship,Middlesbrough,Premier League,2016-2017,7000000.0,7100000
2810,Arthur Masuaku,Left-Back,22,Olympiacos,Super League,West Ham,Premier League,2016-2017,7000000.0,7100000
2811,Denis Cheryshev,Left Winger,25,Real Madrid,LaLiga,Villarreal CF,LaLiga,2016-2017,10000000.0,7000000
2812,Konstantinos Mitroglou,Centre-Forward,28,Fulham,Championship,Benfica,Liga NOS,2016-2017,9500000.0,7000000
2813,Gerónimo Rulli,Goalkeeper,24,Man City,Premier League,Real Sociedad,LaLiga,2016-2017,8000000.0,7000000
2814,Odil Akhmedov,Defensive Midfield,29,Krasnodar,Premier Liga,SIPG,Super League,2016-2017,7000000.0,7000000
2815,Anwar El Ghazi,Left Winger,21,AFC Ajax,Eredivisie,LOSC Lille,Ligue 1,2016-2017,6500000.0,7000000
2816,Jonathas,Centre-Forward,27,Real Sociedad,LaLiga,Rubin Kazan,Premier Liga,2016-2017,6000000.0,7000000
2817,Martin Hinteregger,Centre-Back,23,RB Salzburg,Bundesliga,FC Augsburg,1.Bundesliga,2016-2017,6000000.0,7000000
2818,Giuliano,Attacking Midfield,26,Grêmio,Série A,Zenit S-Pb,Premier Liga,2016-2017,5000000.0,7000000
2819,Leo Baptistão,Centre-Forward,23,Atlético Madrid,LaLiga,Espanyol,LaLiga,2016-2017,4000000.0,7000000
2820,Lewis Cook,Central Midfield,19,Leeds,Championship,Bournemouth,Premier League,2016-2017,4000000.0,7000000
2821,Ismael Sosa,Right Winger,29,UNAM Pumas,Liga MX Clausura,Tigres UANL,Liga MX Clausura,2016-2017,3000000.0,7000000
2822,Harold Preciado,Centre-Forward,22,Deportivo Cali,Liga Águila II,SZ FC,League One,2016-2017,1150000.0,7000000
2823,Christian Kabasele,Centre-Back,25,KRC Genk,Jupiler Pro League,Watford,Premier League,2016-2017,6000000.0,6950000
2824,Patrick Bamford,Centre-Forward,23,Chelsea,Premier League,Middlesbrough,Premier League,2016-2017,5000000.0,6900000
2825,Haiqing Cao,Left-Back,23,ZJ Greentown,League One,JS Suning,Super League,2016-2017,175000.0,6870000
2826,Hernán Toledo,Left Winger,20,Vélez Sarsfield,Primera División,Maldonado, Uruguay,2016-2017,200000.0,6750000
2827,Matz Sels,Goalkeeper,24,KAA Gent,Jupiler Pro League,Newcastle,Championship,2016-2017,6500000.0,6600000
2828,Silvio Romero,Centre-Forward,27,Chiapas FC,Liga MX Clausura,América,Liga MX Clausura,2016-2017,3000000.0,6600000
2829,Grant Hanley,Centre-Back,24,Blackburn,Championship,Newcastle,Championship,2016-2017,2500000.0,6600000
2830,Alex Telles,Left-Back,23,Galatasaray,Süper Lig,FC Porto,Liga NOS,2016-2017,8500000.0,6500000
2831,Douglas Santos,Left-Back,22,Atlético-MG,Série A,Hamburger SV,1.Bundesliga,2016-2017,6000000.0,6500000
2832,Matt Phillips,Right Winger,25,QPR,Championship,West Brom,Premier League,2016-2017,6000000.0,6500000
2833,Hiroshi Kiyotake,Attacking Midfield,26,Hannover 96,2.Bundesliga,Sevilla FC,LaLiga,2016-2017,4500000.0,6500000
2834,Jhon Córdoba,Centre-Forward,23,Granada CF,LaLiga,1.FSV Mainz 05,1.Bundesliga,2016-2017,3500000.0,6500000
2835,Willy Boly,Centre-Back,25,Braga,Liga NOS,FC Porto,Liga NOS,2016-2017,2750000.0,6500000
2836,Simone Verdi,Right Winger,24,AC Milan,Serie A,Bologna,Serie A,2016-2017,2000000.0,6500000
2837,Lys Mousset,Centre-Forward,20,AC Le Havre,Ligue 2,Bournemouth,Premier League,2016-2017,400000.0,6500000
2838,Edimilson Fernandes,Central Midfield,20,FC Sion,Super League,West Ham,Premier League,2016-2017,4500000.0,6400000
2839,Loris Karius,Goalkeeper,23,1.FSV Mainz 05,1.Bundesliga,Liverpool,Premier League,2016-2017,7000000.0,6200000
2840,Neymar,Left Winger,25,FC Barcelona,LaLiga,Paris SG,Ligue 1,2017-2018,100000000.0,222000000
2841,Philippe Coutinho,Attacking Midfield,25,Liverpool,Premier League,FC Barcelona,LaLiga,2017-2018,90000000.0,125000000
2842,Ousmane Dembélé,Right Winger,20,Bor. Dortmund,1.Bundesliga,FC Barcelona,LaLiga,2017-2018,33000000.0,115000000
2843,Romelu Lukaku,Centre-Forward,24,Everton,Premier League,Man Utd,Premier League,2017-2018,50000000.0,84700000
2844,Virgil van Dijk,Centre-Back,26,Southampton,Premier League,Liverpool,Premier League,2017-2018,30000000.0,78800000
2845,Diego Costa,Centre-Forward,29,Chelsea,Premier League,Atlético Madrid,LaLiga,2017-2018,50000000.0,66000000
2846,Álvaro Morata,Centre-Forward,24,Real Madrid,LaLiga,Chelsea,Premier League,2017-2018,40000000.0,66000000
2847,Aymeric Laporte,Centre-Back,23,Athletic Bilbao,LaLiga,Man City,Premier League,2017-2018,25000000.0,65000000
2848,Pierre-Emerick Aubameyang,Centre-Forward,28,Bor. Dortmund,1.Bundesliga,Arsenal,Premier League,2017-2018,65000000.0,63750000
2849,Benjamin Mendy,Left-Back,23,Monaco,Ligue 1,Man City,Premier League,2017-2018,13000000.0,57500000
2850,Alexandre Lacazette,Centre-Forward,26,Olympique Lyon,Ligue 1,Arsenal,Premier League,2017-2018,40000000.0,53000000
2851,Kyle Walker,Right-Back,27,Spurs,Premier League,Man City,Premier League,2017-2018,30000000.0,52700000
2852,Bernardo Silva,Right Winger,22,Monaco,Ligue 1,Man City,Premier League,2017-2018,40000000.0,50000000
2853,Gylfi Sigurdsson,Attacking Midfield,27,Swansea,Premier League,Everton,Premier League,2017-2018,25000000.0,49400000
2854,Nemanja Matic,Defensive Midfield,29,Chelsea,Premier League,Man Utd,Premier League,2017-2018,35000000.0,44700000
2855,Leonardo Bonucci,Centre-Back,30,Juventus,Serie A,AC Milan,Serie A,2017-2018,45000000.0,42000000
2856,Mohamed Salah,Right Winger,25,AS Roma,Serie A,Liverpool,Premier League,2017-2018,35000000.0,42000000
2857,Corentin Tolisso,Central Midfield,22,Olympique Lyon,Ligue 1,Bayern Munich ,1.Bundesliga,2017-2018,22000000.0,41500000
2858,Federico Bernardeschi,Right Winger,23,Fiorentina,Serie A,Juventus,Serie A,2017-2018,30000000.0,40000000
2859,Cédric Bakambu,Centre-Forward,26,Villarreal CF,LaLiga,BJ Sinobo Guoan,Super League,2017-2018,25000000.0,40000000
2860,Ederson,Goalkeeper,23,Benfica,Liga NOS,Man City,Premier League,2017-2018,22000000.0,40000000
2861,Tiemoué Bakayoko,Defensive Midfield,22,Monaco,Ligue 1,Chelsea,Premier League,2017-2018,16000000.0,40000000
2862,Paulinho,Central Midfield,29,GZ Evergrande,Super League,FC Barcelona,LaLiga,2017-2018,15000000.0,40000000
2863,Davinson Sánchez,Centre-Back,21,AFC Ajax,Eredivisie,Spurs,Premier League,2017-2018,12000000.0,40000000
2864,André Silva,Centre-Forward,21,FC Porto,Liga NOS,AC Milan,Serie A,2017-2018,22000000.0,38000000
2865,Alex Oxlade-Chamberlain,Right Midfield,24,Arsenal,Premier League,Liverpool,Premier League,2017-2018,22000000.0,38000000
2866,Danny Drinkwater,Central Midfield,27,Leicester,Premier League,Chelsea,Premier League,2017-2018,9000000.0,37900000
2867,Vitolo,Left Winger,27,Sevilla FC,LaLiga,Atlético Madrid,LaLiga,2017-2018,25000000.0,36000000
2868,Antonio Rüdiger,Centre-Back,24,AS Roma,Serie A,Chelsea,Premier League,2017-2018,25000000.0,35000000
2869,Victor Lindelöf,Centre-Back,22,Benfica,Liga NOS,Man Utd,Premier League,2017-2018,22000000.0,35000000
2870,Iñigo Martínez,Centre-Back,26,Real Sociedad,LaLiga,Athletic Bilbao,LaLiga,2017-2018,25000000.0,32000000
2871,Nélson Semedo,Right-Back,23,Benfica,Liga NOS,FC Barcelona,LaLiga,2017-2018,20000000.0,30570000
2872,Yannick Carrasco,Left Winger,24,Atlético Madrid,LaLiga,DL Yifang,Super League,2017-2018,40000000.0,30000000
2873,Keita Baldé,Left Winger,22,Lazio,Serie A,Monaco,Ligue 1,2017-2018,25000000.0,30000000
2874,Danilo,Right-Back,26,Real Madrid,LaLiga,Man City,Premier League,2017-2018,16000000.0,30000000
2875,Michael Keane,Centre-Back,24,Burnley,Premier League,Everton,Premier League,2017-2018,18000000.0,28500000
2876,Jordan Pickford,Goalkeeper,23,Sunderland,Championship,Everton,Premier League,2017-2018,15000000.0,28500000
2877,Lucas Moura,Right Winger,25,Paris SG,Ligue 1,Spurs,Premier League,2017-2018,28000000.0,28400000
2878,Mamadou Sakho,Centre-Back,27,Liverpool,Premier League,Crystal Palace,Premier League,2017-2018,15000000.0,28200000
2879,Kelechi Iheanacho,Centre-Forward,20,Man City,Premier League,Leicester,Premier League,2017-2018,15000000.0,27700000
2880,Davy Klaassen,Attacking Midfield,24,AFC Ajax,Eredivisie,Everton,Premier League,2017-2018,18000000.0,27000000
2881,Milan Skriniar,Centre-Back,22,Sampdoria,Serie A,Inter,Serie A,2017-2018,7000000.0,27000000
2882,Youri Tielemans,Central Midfield,20,RSC Anderlecht,Jupiler Pro League,Monaco,Ligue 1,2017-2018,22000000.0,25000000
2883,Andriy Yarmolenko,Right Winger,27,Dynamo Kyiv,Premier Liga,Bor. Dortmund,1.Bundesliga,2017-2018,18000000.0,25000000
2884,Serge Aurier,Right-Back,24,Paris SG,Ligue 1,Spurs,Premier League,2017-2018,15000000.0,25000000
2885,Davide Zappacosta,Right-Back,25,Torino,Serie A,Chelsea,Premier League,2017-2018,8500000.0,25000000
2886,Adrien Silva,Central Midfield,28,Sporting CP,Liga NOS,Leicester,Premier League,2017-2018,25000000.0,24500000
2887,Theo Hernández,Left-Back,19,Atlético Madrid,LaLiga,Real Madrid,LaLiga,2017-2018,15000000.0,24000000
2888,Matías Vecino,Central Midfield,25,Fiorentina,Serie A,Inter,Serie A,2017-2018,13000000.0,24000000
2889,Lucas Alario,Centre-Forward,24,River Plate,Primera División,Bay. Leverkusen,1.Bundesliga,2017-2018,12000000.0,24000000
2890,Andrea Conti,Right-Back,23,Atalanta,Serie A,AC Milan,Serie A,2017-2018,10000000.0,24000000
2891,Leandro Paredes,Defensive Midfield,23,AS Roma,Serie A,Zenit S-Pb,Premier Liga,2017-2018,13000000.0,23000000
2892,André Ayew,Left Winger,28,West Ham,Premier League,Swansea,Premier League,2017-2018,18000000.0,22800000
2893,Nathan Aké,Centre-Back,22,Chelsea,Premier League,Bournemouth,Premier League,2017-2018,8000000.0,22800000
2894,Theo Walcott,Right Winger,28,Arsenal,Premier League,Everton,Premier League,2017-2018,20000000.0,22500000
2895,Cenk Tosun,Centre-Forward,26,Besiktas,Süper Lig,Everton,Premier League,2017-2018,10500000.0,22500000
2896,Marko Arnautovic,Left Winger,28,Stoke City,Premier League,West Ham,Premier League,2017-2018,15000000.0,22300000
2897,Hakan Calhanoglu,Left Winger,23,Bay. Leverkusen,1.Bundesliga,AC Milan,Serie A,2017-2018,20000000.0,22000000
2898,Guido Carrillo,Centre-Forward,26,Monaco,Ligue 1,Southampton,Premier League,2017-2018,6000000.0,22000000
2899,Luis Muriel,Centre-Forward,26,Sampdoria,Serie A,Sevilla FC,LaLiga,2017-2018,17000000.0,21500000
2900,Manuel Akanji,Centre-Back,22,FC Basel,Super League,Bor. Dortmund,1.Bundesliga,2017-2018,5000000.0,21500000
2901,Kingsley Coman,Left Winger,21,Juventus,Serie A,Bayern Munich ,1.Bundesliga,2017-2018,20000000.0,21000000
2902,Pietro Pellegri,Centre-Forward,16,Genoa,Serie A,Monaco,Ligue 1,2017-2018,8000000.0,21000000
2903,Andre Gray,Centre-Forward,26,Burnley,Premier League,Watford,Premier League,2017-2018,10000000.0,20400000
2904,Blaise Matuidi,Central Midfield,30,Paris SG,Ligue 1,Juventus,Serie A,2017-2018,30000000.0,20000000
2905,Juan Cuadrado,Right Winger,29,Chelsea,Premier League,Juventus,Serie A,2017-2018,25000000.0,20000000
2906,Niklas Süle,Centre-Back,21,TSG Hoffenheim,1.Bundesliga,Bayern Munich ,1.Bundesliga,2017-2018,25000000.0,20000000
2907,Roberto Gagliardini,Central Midfield,23,Atalanta,Serie A,Inter,Serie A,2017-2018,20000000.0,20000000
2908,Kevin Kampl,Central Midfield,26,Bay. Leverkusen,1.Bundesliga,RB Leipzig,1.Bundesliga,2017-2018,15000000.0,20000000
